Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
"Public Sector Banks",95192409,75238730,170431139,2896498.58,144179464,"Summary","2016-04-27"
"Regional Rural Banks",32916141,5408110,38324251,644329.15,27185660,"Summary","2016-04-27"
"Private Sector Banks",4924815,3072318,7997133,138727.68,7530737,"Summary","2016-04-27"
"Grand Total",133033365,83719158,216752523,3679555.41,178895861,"Summary","2016-04-27"
"Public Sector Banks",95453266,75432432,170885698,2952578.58,144529138,"Summary","2016-05-04"
"Regional Rural Banks",33031013,5430607,38461620,651169.77,27226364,"Summary","2016-05-04"
"Private Sector Banks",4968388,3091680,8060068,140758.85,7603204,"Summary","2016-05-04"
"Grand Total",133452667,83954719,217407386,3744507.2,179358706,"Summary","2016-05-04"
"Public Sector Banks",95804244,75659465,171463709,2959563.47,144838857,"Summary","2016-05-11"
"Regional Rural Banks",33140785,5443939,38584724,658983.18,27260546,"Summary","2016-05-11"
"Private Sector Banks",4992743,3097950,8090693,143111.29,7613420,"Summary","2016-05-11"
"Grand Total",133937772,84201354,218139126,3761657.94,179712823,"Summary","2016-05-11"
"Public Sector Banks",96039473,75789527,171829000,2970168.97,144977512,"Summary","2016-05-18"
"Regional Rural Banks",33267825,5463413,38731238,663632.7,27317791,"Summary","2016-05-18"
"Private Sector Banks",4999376,3096211,8095587,143698.92,7619561,"Summary","2016-05-18"
"Grand Total",134306674,84349151,218655825,3777500.59,179914864,"Summary","2016-05-18"
"Public Sector Banks",96345344,75988933,172334277,2996128.45,145133163,"Summary","2016-05-25"
"Regional Rural Banks",33362156,5480446,38842602,667126.33,27378788,"Summary","2016-05-25"
"Private Sector Banks",5014006,3101415,8115421,141510.69,7636344,"Summary","2016-05-25"
"Grand Total",134721506,84570794,219292300,3804765.47,180148295,"Summary","2016-05-25"
"Public Sector Banks",96681776,76292531,172974307,3014372.6,145790318,"Summary","2016-06-01"
"Regional Rural Banks",33527212,5496156,39023368,685987.03,27420767,"Summary","2016-06-01"
"Private Sector Banks",5039943,3100178,8140121,140820.19,7656665,"Summary","2016-06-01"
"Grand Total",135248931,84888865,220137796,3841179.82,180867750,"Summary","2016-06-01"
"Public Sector Banks",50363831,42672088,93035919,788155.29,86112199,"Summary","2015-01-21"
"Regional Rural Banks",17445473,3109931,20555404,150216.72,14080025,"Summary","2015-01-21"
"Private Sector Banks",2498570,1847990,4346560,60308.25,3671023,"Summary","2015-01-21"
"Grand Total",70307874,47630009,117937883,998680.26,103863247,"Summary","2015-01-21"
"Public Sector Banks",67480337,56435567,123915904,1347999.98,115917821,"Summary","2015-05-27"
"Regional Rural Banks",23979275,4198443,28177718,304816.66,20575711,"Summary","2015-05-27"
"Private Sector Banks",3849549,2679759,6529308,99217.21,5883098,"Summary","2015-05-27"
"Grand Total",95309161,63313769,158622930,1752033.85,142376630,"Summary","2015-05-27"
"Public Sector Banks",79882683,65154212,145036895,1956295.35,130307324,"Summary","2015-09-30"
"Regional Rural Banks",28422086,4821876,33243962,426875,24001365,"Summary","2015-09-30"
"Private Sector Banks",4280982,2860912,7141894,110752.22,6321844,"Summary","2015-09-30"
"Grand Total",112585751,72837000,185422751,2493922.57,160630533,"Summary","2015-09-30"
"Public Sector Banks",90358434,71826644,162185078,2472962.43,139260339,"Summary","2016-02-03"
"Regional Rural Banks",31448811,5181178,36629989,548406.9,26404386,"Summary","2016-02-03"
"Private Sector Banks",4495045,2973830,7468875,118597.66,6982980,"Summary","2016-02-03"
"Grand Total",126302290,79981652,206283942,3139966.99,172647705,"Summary","2016-02-03"
"Public Sector Banks",96953486,76489156,173442642,3046204.95,145964969,"Summary","2016-06-08"
"Regional Rural Banks",33664607,5510977,39175584,663951.34,27549560,"Summary","2016-06-08"
"Private Sector Banks",5033481,3124833,8158314,143911.89,7670156,"Summary","2016-06-08"
"Grand Total",135651574,85124966,220776540,3854068.18,181184685,"Summary","2016-06-08"
"Public Sector Banks",112015487,87638087,199653574,3551421.82,155761260,"Summary","2016-10-12"
"Regional Rural Banks",36374405,5934868,42309273,745265.21,28471237,"Summary","2016-10-12"
"Private Sector Banks",5222456,3331208,8553664,151324.86,7944182,"Summary","2016-10-12"
"Grand Total",153612348,96904163,250516511,4448011.89,192176679,"Summary","2016-10-12"
"Public Sector Banks",121963263,99063897,221027160,5088200.4,172354170,"Summary","2017-02-15"
"Regional Rural Banks",39837367,6422364,46259731,1202256.39,34172077,"Summary","2017-02-15"
"Private Sector Banks",5452802,3610184,9062986,229989.32,8392717,"Summary","2017-02-15"
"Grand Total",167253432,109096445,276349877,6520446.11,214918964,"Summary","2017-02-15"
"Public Sector Banks",127328725,105787380,233116105,5069182.76,179851549,"Summary","2017-06-21"
"Regional Rural Banks",39988980,7083227,47072207,1164600.81,35561034,"Summary","2017-06-21"
"Private Sector Banks",5613832,3689055,9302887,206683.22,8592475,"Summary","2017-06-21"
"Grand Total",172931537,116559662,289491199,6440466.79,224005058,"Summary","2017-06-21"
"Public Sector Banks",134607975,111753557,246361532,5317236.88,184292393,"Summary","2017-10-25"
"Regional Rural Banks",41496114,7589649,49085763,1187082,36126418,"Summary","2017-10-25"
"Private Sector Banks",5910553,3847837,9758390,204250.82,9089657,"Summary","2017-10-25"
"Grand Total",182014642,123191043,305205685,6708569.7,229508468,"Summary","2017-10-25"
"Public Sector Banks",135137585,116817944,251955529,6064998.44,189712585,"Summary","2018-02-28"
"Regional Rural Banks",42341816,7812326,50154142,1275187.87,36683950,"Summary","2018-02-28"
"Private Sector Banks",6000347,3899401,9899748,217022.88,9193075,"Summary","2018-02-28"
"Grand Total",183479748,128529671,312009419,7557209.19,235589610,"Summary","2018-02-28"
"Public Sector Banks",139205199,119524283,258729482,6337146.57,194766288,"Summary","2018-07-11"
"Regional Rural Banks",42634324,8890098,51524422,1378726.54,36903702,"Summary","2018-07-11"
"Private Sector Banks",6005360,3955763,9961123,221243.95,9251428,"Summary","2018-07-11"
"Grand Total",187844883,132370144,320215027,7937117.06,240921418,"Summary","2018-07-11"
"Public Sector Banks",97058051,76647506,173705557,3062852.97,146027080,"Summary","2016-06-15"
"Regional Rural Banks",33800583,5526204,39326787,672064.22,27756227,"Summary","2016-06-15"
"Private Sector Banks",5058585,3118688,8177273,143061.48,7687280,"Summary","2016-06-15"
"Grand Total",135917219,85292398,221209617,3877978.67,181470587,"Summary","2016-06-15"
"Public Sector Banks",97440993,76876195,174317188,3093895.88,146281348,"Summary","2016-06-22"
"Regional Rural Banks",33862124,5461748,39323872,677073.8,27763824,"Summary","2016-06-22"
"Private Sector Banks",5066636,3126235,8192871,144316.2,7699936,"Summary","2016-06-22"
"Grand Total",136369753,85464178,221833931,3915285.88,181745108,"Summary","2016-06-22"
"Public Sector Banks",97824301,77151055,174975356,3099091.98,146574018,"Summary","2016-06-29"
"Regional Rural Banks",34001778,5592707,39594485,678814.14,27873431,"Summary","2016-06-29"
"Private Sector Banks",5103787,3208759,8312546,147251.14,7737623,"Summary","2016-06-29"
"Grand Total",136929866,85952521,222882387,3925157.26,182185072,"Summary","2016-06-29"
"Public Sector Banks",98207135,77393791,175600926,3140942.25,146779898,"Summary","2016-07-06"
"Regional Rural Banks",34152285,5602400,39754685,703115.3,27896749,"Summary","2016-07-06"
"Private Sector Banks",5125479,3216797,8342276,149831.3,7688829,"Summary","2016-07-06"
"Grand Total",137484899,86212988,223697887,3993888.85,182365476,"Summary","2016-07-06"
"Public Sector Banks",98736435,77729888,176466323,3178759.72,147154201,"Summary","2016-07-13"
"Regional Rural Banks",34389304,5615117,40004421,697549.76,27914829,"Summary","2016-07-13"
"Private Sector Banks",5139087,3221206,8360293,150902.34,7784485,"Summary","2016-07-13"
"Grand Total",138264826,86566211,224831037,4027211.82,182853515,"Summary","2016-07-13"
"Public Sector Banks",99273837,78110993,177384830,3206660.03,147512853,"Summary","2016-07-20"
"Regional Rural Banks",34612597,5651090,40263687,701576.92,27975474,"Summary","2016-07-20"
"Private Sector Banks",5146172,3231062,8377234,151854.19,7799466,"Summary","2016-07-20"
"Grand Total",139032606,86993145,226025751,4060091.14,183287793,"Summary","2016-07-20"
"Public Sector Banks",99878807,78400028,178278835,3219045.42,147952345,"Summary","2016-07-27"
"Regional Rural Banks",34234618,5600805,39835423,706098.17,28154050,"Summary","2016-07-27"
"Private Sector Banks",5151455,3238481,8389936,149938.64,7811883,"Summary","2016-07-27"
"Grand Total",139264880,87239314,226504194,4075082.23,183918278,"Summary","2016-07-27"
"Public Sector Banks",100229427,78720342,178949769,3218475.97,147979502,"Summary","2016-08-03"
"Regional Rural Banks",35003622,5718965,40722587,708357.72,28293150,"Summary","2016-08-03"
"Private Sector Banks",5179240,3246915,8426155,152651.77,7830996,"Summary","2016-08-03"
"Grand Total",140412289,87686222,228098511,4079485.46,184103648,"Summary","2016-08-03"
"Public Sector Banks",104549229,82240554,186789783,3306053.07,151757513,"Summary","2016-08-10"
"Regional Rural Banks",35186808,5762947,40949755,713917.3,28540411,"Summary","2016-08-10"
"Private Sector Banks",5181498,3253654,8435152,152359.7,7838704,"Summary","2016-08-10"
"Grand Total",144917535,91257155,236174690,4172330.07,188136628,"Summary","2016-08-10"
"Public Sector Banks",105241656,82701821,187943477,3302888.89,152141347,"Summary","2016-08-17"
"Regional Rural Banks",35272161,5773209,41045370,710195.41,28657626,"Summary","2016-08-17"
"Private Sector Banks",5191238,3255334,8446572,153326.31,7848323,"Summary","2016-08-17"
"Grand Total",145705055,91730364,237435419,4166410.61,188647296,"Summary","2016-08-17"
"Public Sector Banks",106095034,83279392,189374426,3309015.38,152648245,"Summary","2016-08-24"
"Regional Rural Banks",35626525,5800009,41426534,717943.04,28731437,"Summary","2016-08-24"
"Private Sector Banks",5198462,3264951,8463413,151994.68,7866016,"Summary","2016-08-24"
"Grand Total",146920021,92344352,239264373,4178953.1,189245698,"Summary","2016-08-24"
"Public Sector Banks",107174844,84031921,191206765,3337850.7,153348452,"Summary","2016-08-31"
"Regional Rural Banks",35540107,5782837,41322944,719923.49,28776145,"Summary","2016-08-31"
"Private Sector Banks",5206915,3271760,8478675,151649.64,7879143,"Summary","2016-08-31"
"Grand Total",147921866,93086518,241008384,4209423.83,190003740,"Summary","2016-08-31"
"Public Sector Banks",107897656,84582507,192480163,3370586.76,153916674,"Summary","2016-09-07"
"Regional Rural Banks",35857755,5836979,41694734,726080.87,28822589,"Summary","2016-09-07"
"Private Sector Banks",5216223,3295256,8511479,153802.01,7892648,"Summary","2016-09-07"
"Grand Total",148971634,93714742,242686376,4250469.64,190631911,"Summary","2016-09-07"
"Public Sector Banks",108726686,85321344,194048030,3423500.85,154509458,"Summary","2016-09-14"
"Regional Rural Banks",35931168,5846873,41778041,730234.55,28064348,"Summary","2016-09-14"
"Private Sector Banks",5242327,3316343,8558670,159089.61,7904436,"Summary","2016-09-14"
"Grand Total",149900181,94484560,244384741,4312825.01,190478242,"Summary","2016-09-14"
"Public Sector Banks",109690172,85901528,195591700,3441225.09,154969513,"Summary","2016-09-21"
"Regional Rural Banks",36076443,5864574,41941017,734816.16,28204740,"Summary","2016-09-21"
"Private Sector Banks",5247666,3319240,8566906,158742.4,7912233,"Summary","2016-09-21"
"Grand Total",151014281,95085342,246099623,4334783.65,191086486,"Summary","2016-09-21"
"Public Sector Banks",110290443,86297396,196587839,3455068.73,154522897,"Summary","2016-09-28"
"Regional Rural Banks",36282712,5894648,42177360,740190.3,28444786,"Summary","2016-09-28"
"Private Sector Banks",5259998,3332700,8592698,158007.55,7974477,"Summary","2016-09-28"
"Grand Total",151833153,95524744,247357897,4353266.58,190942160,"Summary","2016-09-28"
"Public Sector Banks",111552789,87290056,198842845,3513779.24,155444521,"Summary","2016-10-05"
"Regional Rural Banks",36471785,5917304,42389089,747906.21,28485016,"Summary","2016-10-05"
"Private Sector Banks",5232529,3374324,8606853,160441.49,7984774,"Summary","2016-10-05"
"Grand Total",153257103,96581684,249838787,4422126.94,191914311,"Summary","2016-10-05"
"Public Sector Banks",112593820,88037751,200631571,3564925.42,156120167,"Summary","2016-10-19"
"Regional Rural Banks",36649037,5946185,42595222,752981.74,28594243,"Summary","2016-10-19"
"Private Sector Banks",5272020,3345339,8617359,159548.5,8003394,"Summary","2016-10-19"
"Grand Total",154514877,97329275,251844152,4477455.66,192717804,"Summary","2016-10-19"
"Public Sector Banks",113187536,88496516,201684052,3575441.6,156488190,"Summary","2016-10-26"
"Regional Rural Banks",36879337,5974469,42853806,754197.6,29396013,"Summary","2016-10-26"
"Private Sector Banks",5275811,3350598,8626409,157088.58,8010755,"Summary","2016-10-26"
"Grand Total",155342684,97821583,253164267,4486727.78,193894958,"Summary","2016-10-26"
"Public Sector Banks",113865263,88959398,202824661,3607462.11,156921236,"Summary","2016-11-02"
"Regional Rural Banks",37039532,5984825,43024357,762164.42,29496762,"Summary","2016-11-02"
"Private Sector Banks",5279988,3360230,8640218,160621.86,8025475,"Summary","2016-11-02"
"Grand Total",156184783,98304453,254489236,4530248.39,194443473,"Summary","2016-11-02"
"Public Sector Banks",114344933,89257680,203602613,3640384.72,157169922,"Summary","2016-11-09"
"Regional Rural Banks",37140172,5994797,43134969,763075.08,29428136,"Summary","2016-11-09"
"Private Sector Banks",5263656,3115567,8379223,160201.13,7768364,"Summary","2016-11-09"
"Grand Total",156748761,98368044,255116805,4563660.93,194366422,"Summary","2016-11-09"
"Public Sector Banks",114303272,89578254,203881526,5093377.72,157360505,"Summary","2016-11-16"
"Regional Rural Banks",37299030,6012513,43311543,1093502.98,29525802,"Summary","2016-11-16"
"Private Sector Banks",5199902,3418735,8618637,238334.9,8042997,"Summary","2016-11-16"
"Grand Total",156802204,99009502,255811706,6425215.6,194929304,"Summary","2016-11-16"
"Public Sector Banks",114571528,89860739,204432267,5666805.36,157684148,"Summary","2016-11-23"
"Regional Rural Banks",37604898,6107059,43711957,1350709.42,29464045,"Summary","2016-11-23"
"Private Sector Banks",5194562,3425699,8620261,265957.56,8054141,"Summary","2016-11-23"
"Grand Total",157370988,99393497,256764485,7283472.34,195202334,"Summary","2016-11-23"
"Public Sector Banks",114400248,90714165,205114413,5793974.53,156000458,"Summary","2016-11-30"
"Regional Rural Banks",37944591,6165537,44110128,1368211.92,29497136,"Summary","2016-11-30"
"Private Sector Banks",5191584,3431389,8622973,269968.81,8065238,"Summary","2016-11-30"
"Grand Total",157536423,100311091,257847514,7432155.26,193562832,"Summary","2016-11-30"
"Public Sector Banks",114174546,90954958,205129504,5816594.45,160728767,"Summary","2016-12-07"
"Regional Rural Banks",38222178,6251593,44473771,1369793.69,32798508,"Summary","2016-12-07"
"Private Sector Banks",5178487,3446954,8625441,274561.46,8054770,"Summary","2016-12-07"
"Grand Total",157575211,100653505,258228716,7460949.6,201582045,"Summary","2016-12-07"
"Public Sector Banks",115200716,91837121,207037837,5798844.97,162947682,"Summary","2016-12-14"
"Regional Rural Banks",37985156,6135477,44120633,1341111.73,32915004,"Summary","2016-12-14"
"Private Sector Banks",5167032,3457146,8624178,272354.85,8096702,"Summary","2016-12-14"
"Grand Total",158352904,101429744,259782648,7412311.55,203959388,"Summary","2016-12-14"
"Public Sector Banks",115243986,92081472,207325458,5566195.7,164387772,"Summary","2016-12-21"
"Regional Rural Banks",38188449,6171709,44360158,1323235.73,26784493,"Summary","2016-12-21"
"Private Sector Banks",5166377,3470106,8636483,266359.04,8129023,"Summary","2016-12-21"
"Grand Total",158598812,101723287,260322099,7155790.47,199301288,"Summary","2016-12-21"
"Public Sector Banks",116090272,92965073,209055345,5524652.27,165829240,"Summary","2016-12-28"
"Regional Rural Banks",38332809,6100608,44433417,1316826.6,32955450,"Summary","2016-12-28"
"Private Sector Banks",5186801,3343895,8530696,262180.04,8204533,"Summary","2016-12-28"
"Grand Total",159609882,102409576,262019458,7103658.91,206989223,"Summary","2016-12-28"
"Public Sector Banks",117369985,94312679,211682664,5450701.68,167484958,"Summary","2017-01-04"
"Regional Rural Banks",38552780,6124686,44677466,1297670.53,33556085,"Summary","2017-01-04"
"Private Sector Banks",5186102,3526261,8712363,258707.05,8230258,"Summary","2017-01-04"
"Grand Total",161108867,103963626,265072493,7007079.26,209271301,"Summary","2017-01-04"
"Public Sector Banks",118182997,94937262,213120259,5376047.3,168187633,"Summary","2017-01-11"
"Regional Rural Banks",38846480,6148603,44995083,1274792.72,33599809,"Summary","2017-01-11"
"Private Sector Banks",5171502,3531393,8702895,251876.54,8232285,"Summary","2017-01-11"
"Grand Total",162200979,104617258,266818237,6902716.56,210019727,"Summary","2017-01-11"
"Public Sector Banks",119577417,96795903,216373320,5314302.93,170670722,"Summary","2017-01-18"
"Regional Rural Banks",39484604,6273936,45758540,1261708.54,33732796,"Summary","2017-01-18"
"Private Sector Banks",5411914,3557640,8969554,247762.76,8276825,"Summary","2017-01-18"
"Grand Total",164473935,106627479,271101414,6823774.23,212680343,"Summary","2017-01-18"
"Public Sector Banks",120396520,97786163,218182683,5245596.6,171686218,"Summary","2017-01-25"
"Regional Rural Banks",39613865,6305862,45919727,1245888.74,33814368,"Summary","2017-01-25"
"Private Sector Banks",5411961,3567499,8979460,241012.45,8281070,"Summary","2017-01-25"
"Grand Total",165422346,107659524,273081870,6732497.79,213781656,"Summary","2017-01-25"
"Public Sector Banks",120788065,98091526,218879591,5180218.71,172360319,"Summary","2017-02-01"
"Regional Rural Banks",39718383,6318337,46036720,1231658.2,34056781,"Summary","2017-02-01"
"Private Sector Banks",5429311,3594349,9023660,237287.48,8354285,"Summary","2017-02-01"
"Grand Total",165935759,108004212,273939971,6649164.39,214771385,"Summary","2017-02-01"
"Public Sector Banks",121492275,98786246,220278521,5099026.32,172330399,"Summary","2017-02-08"
"Regional Rural Banks",39723173,6412839,46136012,1209412.25,34103821,"Summary","2017-02-08"
"Private Sector Banks",5440776,3602733,9043509,233685.19,8370563,"Summary","2017-02-08"
"Grand Total",166656224,108801818,275458042,6542123.76,214804783,"Summary","2017-02-08"
"Public Sector Banks",121807433,100439458,222246891,5100387.39,173165024,"Summary","2017-02-22"
"Regional Rural Banks",40024534,6450838,46475372,1146211.7,34447768,"Summary","2017-02-22"
"Private Sector Banks",5376810,3613067,8989877,225494.89,8316461,"Summary","2017-02-22"
"Grand Total",167208777,110503363,277712140,6472093.98,215929253,"Summary","2017-02-22"
"Public Sector Banks",122136171,100840987,222977158,5025028.27,173695210,"Summary","2017-03-01"
"Regional Rural Banks",39994895,6416845,46411740,1181042.44,34524092,"Summary","2017-03-01"
"Private Sector Banks",5379460,3621057,9000517,222750.67,8324679,"Summary","2017-03-01"
"Grand Total",167510526,110878889,278389415,6428821.38,216543981,"Summary","2017-03-01"
"Public Sector Banks",122701440,101591254,224292694,5003071.24,175281721,"Summary","2017-03-08"
"Regional Rural Banks",39842469,6588218,46430687,1163598.92,34810646,"Summary","2017-03-08"
"Private Sector Banks",5398563,3610815,9009378,221864.65,8366261,"Summary","2017-03-08"
"Grand Total",167942472,111790287,279732759,6388534.81,218458628,"Summary","2017-03-08"
"Public Sector Banks",123006389,101804581,224810970,4981548.72,175459230,"Summary","2017-03-15"
"Regional Rural Banks",39669780,6582719,46252499,1184068.88,35113921,"Summary","2017-03-15"
"Private Sector Banks",5505335,3606320,9111655,218047.01,8429910,"Summary","2017-03-15"
"Grand Total",168181504,111993620,280175124,6383664.61,219003061,"Summary","2017-03-15"
"Public Sector Banks",123162510,102189414,225351924,4926603.52,175773829,"Summary","2017-03-22"
"Regional Rural Banks",39725964,6582108,46308072,1170805.42,35306160,"Summary","2017-03-22"
"Private Sector Banks",5465214,3662599,9127813,212739.62,8441876,"Summary","2017-03-22"
"Grand Total",168353688,112434121,280787809,6310148.56,219521865,"Summary","2017-03-22"
"Public Sector Banks",123374140,102773484,226147624,4926550.19,176035133,"Summary","2017-03-29"
"Regional Rural Banks",39797310,6585945,46383255,1160890.84,35442883,"Summary","2017-03-29"
"Private Sector Banks",5492034,3655358,9147392,209801.78,8460741,"Summary","2017-03-29"
"Grand Total",168663484,113014787,281678271,6297242.81,219938757,"Summary","2017-03-29"
"Public Sector Banks",123740699,103068711,226809410,5002527.41,177298603,"Summary","2017-04-05"
"Regional Rural Banks",39798841,6525229,46324070,1181900.89,35611782,"Summary","2017-04-05"
"Private Sector Banks",5545654,3661205,9206859,212710.1,8517890,"Summary","2017-04-05"
"Grand Total",169085194,113255145,282340339,6397138.4,221428275,"Summary","2017-04-05"
"Public Sector Banks",123922560,103328513,227251073,4960286.44,176188065,"Summary","2017-04-12"
"Regional Rural Banks",39625840,6858939,46484779,1183627.71,35338407,"Summary","2017-04-12"
"Private Sector Banks",5388040,3843164,9231204,210848.29,8540122,"Summary","2017-04-12"
"Grand Total",168936440,114030616,282967056,6354762.44,220066594,"Summary","2017-04-12"
"Public Sector Banks",124466068,103570780,228036848,4999902.04,177556592,"Summary","2017-04-19"
"Regional Rural Banks",39660563,6863135,46523698,1185355.43,35331718,"Summary","2017-04-19"
"Private Sector Banks",5559750,3702218,9261968,210760.01,8570745,"Summary","2017-04-19"
"Grand Total",169686381,114136133,283822514,6396017.48,221459055,"Summary","2017-04-19"
"Public Sector Banks",124820497,103707203,228527700,5058700.81,177573638,"Summary","2017-04-26"
"Regional Rural Banks",39741901,6871965,46613866,1189794.3,35355260,"Summary","2017-04-26"
"Private Sector Banks",5551857,3716078,9267935,208214.75,8573336,"Summary","2017-04-26"
"Grand Total",170114255,114295246,284409501,6456709.86,221502234,"Summary","2017-04-26"
"Public Sector Banks",125092674,104014221,229106895,5047123.35,177799825,"Summary","2017-05-03"
"Regional Rural Banks",39686436,7056756,46743192,1183244.01,35375359,"Summary","2017-05-03"
"Private Sector Banks",5592683,3723206,9315889,211924.68,8580557,"Summary","2017-05-03"
"Grand Total",170371793,114794183,285165976,6442292.04,221755741,"Summary","2017-05-03"
"Public Sector Banks",125481834,104313993,229795827,5076018.14,178152625,"Summary","2017-05-10"
"Regional Rural Banks",39713342,7067547,46780889,1187756.96,35419784,"Summary","2017-05-10"
"Private Sector Banks",5275119,3705739,8980858,204433.57,8351029,"Summary","2017-05-10"
"Grand Total",170470295,115087279,285557574,6468208.67,221923438,"Summary","2017-05-10"
"Public Sector Banks",125729975,104476536,230206511,5051974.81,178355940,"Summary","2017-05-17"
"Regional Rural Banks",39751420,7079424,46830844,1178021.22,35428976,"Summary","2017-05-17"
"Private Sector Banks",5554109,3750657,9304766,206495.45,8602564,"Summary","2017-05-17"
"Grand Total",171035504,115306617,286342121,6436491.48,222387480,"Summary","2017-05-17"
"Public Sector Banks",126143379,104845477,230988856,5038766.66,178717381,"Summary","2017-05-24"
"Regional Rural Banks",39779062,7086384,46865446,1165970.11,35426943,"Summary","2017-05-24"
"Private Sector Banks",5548436,3657678,9206114,210013.73,8505316,"Summary","2017-05-24"
"Grand Total",171470877,115589539,287060416,6414750.5,222649640,"Summary","2017-05-24"
"Public Sector Banks",126414644,105075901,231490545,5042091.42,178987025,"Summary","2017-05-31"
"Regional Rural Banks",39822022,7067852,46889874,1164232.39,35356079,"Summary","2017-05-31"
"Private Sector Banks",5565039,3652089,9217128,210002.7,8512260,"Summary","2017-05-31"
"Grand Total",171801705,115795842,287597547,6416326.51,222855364,"Summary","2017-05-31"
"Public Sector Banks",126737454,105183329,231920783,5077734.1,179053202,"Summary","2017-06-07"
"Regional Rural Banks",39920799,7036209,46957008,1167933.4,35372395,"Summary","2017-06-07"
"Private Sector Banks",5569419,3660381,9229800,209248.9,8522180,"Summary","2017-06-07"
"Grand Total",172227672,115879919,288107591,6454916.4,222947777,"Summary","2017-06-07"
"Public Sector Banks",127167806,105584080,232751886,5080004.26,179484952,"Summary","2017-06-14"
"Regional Rural Banks",39962093,7041260,47003353,1168342.39,35548213,"Summary","2017-06-14"
"Private Sector Banks",5587353,3683220,9270573,208062.07,8560675,"Summary","2017-06-14"
"Grand Total",172717252,116308560,289025812,6456408.72,223593840,"Summary","2017-06-14"
"Public Sector Banks",127516750,105886598,233403348,5052204.92,179961929,"Summary","2017-06-28"
"Regional Rural Banks",40078004,7077783,47155787,1157179.09,35580470,"Summary","2017-06-28"
"Private Sector Banks",5644524,3694221,9338745,204082.43,8650091,"Summary","2017-06-28"
"Grand Total",173239278,116658602,289897880,6413466.44,224192490,"Summary","2017-06-28"
"Public Sector Banks",127769623,106040735,233810358,5082029.31,180252646,"Summary","2017-07-05"
"Regional Rural Banks",40151906,7093894,47245800,1155450.25,35614454,"Summary","2017-07-05"
"Private Sector Banks",5679260,3696618,9375878,205656.44,8661863,"Summary","2017-07-05"
"Grand Total",173600789,116831247,290432036,6443136,224528963,"Summary","2017-07-05"
"Public Sector Banks",128012577,106194164,234206741,5121020.85,180705183,"Summary","2017-07-12"
"Regional Rural Banks",40222635,7106613,47329248,1164619.69,35625852,"Summary","2017-07-12"
"Private Sector Banks",5687316,3698873,9386189,206603.11,8666043,"Summary","2017-07-12"
"Grand Total",173922528,116999650,290922178,6492243.65,224997078,"Summary","2017-07-12"
"Public Sector Banks",128403882,106459882,234863764,5112770.82,180917777,"Summary","2017-07-19"
"Regional Rural Banks",40332054,7125064,47457118,1159045.93,35664904,"Summary","2017-07-19"
"Private Sector Banks",5719465,3709880,9429345,205845.49,8754402,"Summary","2017-07-19"
"Grand Total",174455401,117294826,291750227,6477662.24,225337083,"Summary","2017-07-19"
"Public Sector Banks",129048238,107240645,236288883,5141450.58,181683514,"Summary","2017-07-26"
"Regional Rural Banks",40373138,7135043,47508181,1148433.88,35689180,"Summary","2017-07-26"
"Private Sector Banks",5741306,3713246,9454552,202752.48,8787357,"Summary","2017-07-26"
"Grand Total",175162682,118088934,293251616,6492636.94,226160051,"Summary","2017-07-26"
"Public Sector Banks",129504410,107660716,237165126,5177775.6,182211933,"Summary","2017-08-02"
"Regional Rural Banks",40511181,7163285,47674466,1169967.54,35718732,"Summary","2017-08-02"
"Private Sector Banks",5760075,3723627,9483702,205533.37,8822879,"Summary","2017-08-02"
"Grand Total",175775666,118547628,294323294,6553276.51,226753544,"Summary","2017-08-02"
"Public Sector Banks",129820629,107799102,237619731,5208602.17,182345649,"Summary","2017-08-09"
"Regional Rural Banks",40513476,7179417,47692893,1156132.89,35767028,"Summary","2017-08-09"
"Private Sector Banks",5789888,3743659,9533547,205024.21,8858930,"Summary","2017-08-09"
"Grand Total",176123993,118722178,294846171,6569759.27,226971607,"Summary","2017-08-09"
"Public Sector Banks",130002531,107856442,237858973,5209934.56,182395775,"Summary","2017-08-16"
"Regional Rural Banks",40573912,7185413,47759325,1171317.42,35772531,"Summary","2017-08-16"
"Private Sector Banks",5808796,3757164,9565960,203215.61,8890247,"Summary","2017-08-16"
"Grand Total",176385239,118799019,295184258,6584467.59,227058553,"Summary","2017-08-16"
"Public Sector Banks",130266463,107943580,238210043,5211576.31,182616814,"Summary","2017-08-23"
"Regional Rural Banks",40802545,7215279,48017824,1176440.43,35831758,"Summary","2017-08-23"
"Private Sector Banks",5830577,3780423,9611000,201982.8,8929793,"Summary","2017-08-23"
"Grand Total",176899585,118939282,295838867,6589999.54,227378365,"Summary","2017-08-23"
"Public Sector Banks",132574987,110548328,243123315,5205372.38,182679947,"Summary","2017-08-30"
"Regional Rural Banks",40916882,7244226,48161108,1173475.98,35858806,"Summary","2017-08-30"
"Private Sector Banks",5851061,3793957,9645018,201097.78,8965511,"Summary","2017-08-30"
"Grand Total",179342930,121586511,300929441,6579946.14,227504264,"Summary","2017-08-30"
"Public Sector Banks",132868976,110648567,243517543,5243319.64,182731986,"Summary","2017-09-06"
"Regional Rural Banks",41013296,7254394,48267690,1174533.65,35916268,"Summary","2017-09-06"
